review_text,label,rating,movie_id
"Beyond anything I'm about to say, I just don't understand how people can call Fight Club entertaining. I was so bored I had to give myself excuses to turn it off and do something else. It just kept going and going, and 90% of the screen time has nothing to do with anything. The humor was so juvenile and cliché, I can't say I laughed onceI heard the entire script back in 3rd grade at recess. So, really, as far as entertainment value goes, I can't see anything redeeming. Every 10 minutes I kept asking myself why I was even watching it, because nothing was happening, and in the end nothing did happen. There was no story, just some pretentious social commentary that was nothing new. Being a man, I've heard the cliché ""We're men raised by women!"" so many times I can't even take it seriously anymore. That cliché has existed since then 60's, as far as my knowledge, if not earlier than that. Now this takes that cliché and forms a movie around it. For one, everyone who is calling this ""daring"" or ""original"" needs to understand something: it takes no more balls the take a cliché and build a movie around it than it does to remake something. The intellectuals on there had argued both ways about the validity of ""We're men raised by women!"", so I'm not going to. Go read their reviews and find your open opinion on the matter. However, something no one here has said is that Fight Club is exactly that: an opinion. I could make a movie about a group of men who realize that they prefer being like women, then backlash and say EVERY man HAS to feel this way. Why? Because . . . well, because the fictional characters in the movie said so. That's because! Fight Club is an opinion, not an absolute truth. If you were to take real men and put them in a fight club such as this one, I can guarantee a lot of them would NOT feel alivebut the film is too immature to admit that it a possibility. Likewise, if you were to start a fight club for women, I can guarantee that a lot of them would feel just as alive as menonce again, the film doesn't admit that is a possibility. Fight Club is so self-absorbed in a shallow cliché that it denies all flaws it could have, and that is the main flaw with the social commentary. If Fight Club was truly ballsy and original itself, which it's not, the story would at least admit that it is an opinion and not absolute truth, as it claims. And, really, the fact alone that people would base their full opinions on something fictional is ridicules and shallow in itself. Fiction is fiction. Yes, fiction can be a tool to understanding reality, but it still can be manipulated to understand whatever reality it wants to understandincluding false reality. Basing an entire view on something based on something fictional, as this movie is, is just pathetic. Okay, now with that out of the way, I want to talk about the horrid storytelling this movie had. If Fight Club actually knew how to tell a story, I might have given it a much higher score. The entire movie is insanely boring, but the first hour and a half is pretty well-done, if you ignore the fact you've heard every bit of humor on the playground and that David Fincher has laughably poor arguing skills. After the car crash scene, however, the entire movie descends into poorly directed chaos. There are so many bloated, pointless scenes from this point until the end I was literally counting down the minutes until it was over. All the quirks that made the characters interesting fall away and leave them cardboard-thin. If the storytelling was done effectively, the chaos would have led into an intense, direct climax/finale. Instead, the ending is bloated with sub-plot after sub-plot that amount to nothing in the end, getting rid of any and all intensity that could have been created, and just leaving me bored and laughing at things that weren't supposed to be funny. The decent fight club plot twists into a cheesy wannabe Die Hard plot and at that point I lost all ability to take the movie seriously. I can understand it was trying to add another layer to the overdone social commentary, but it didn't work. The ending should have been cut by at least 40 minutes to be even close to effective. Poor, cheesy storytelling. In the end, I can understand why people would think this movie is brilliant. On the other hand, I can't understand anyone out of junior high who shouldn't see the gaping flaws in the social commentary. But maybe I'm looking at this entire review the wrong way. Maybe I'm trying to find flaws with the story, when it had no story to start with. This just a poor excuse to preach clichés you've heard all your life, not to entertain. It's an English opinion paper, nothing more, nothing less. If so, it gets an F for being pretensions, close-minded, and just downright boring. 5/10",neutral,5,tt0137523
"Woooowwww !!! If I were Christopher Nolan, I would be thinking - ""How would I make the sequel of this one and manage to better it??"" The movie has got it all - Action(There are 5-6 of these and they kept me at the edge of my seat), the thrills, comedy(we all know whom we are speaking of),emotions, morale When the interval was announced, for a moment I thought that the movie is over and I was still happy to leave the hall. But, there was more coming! The cast was picture perfect except for Rachel(Guess we can live with that). Heath Ledger lead the way, Aaron Eckhart was not far behind and Christian Bale was still at his Batman-best. Add to all these some very impressive quotes through out the movie. and btw, hey IMDb - How do I rate a movie 11/10 ??",positive,11,tt0468569
"This is one of those eye candy type of movies.  Great stunts, special effects, sound and cinematography (and lots of cool cars, if you are into that.)  But the story was a version of the Point Break story, with extra helpings of stupidity and inplausibility.  The characters are VERY thin, which fits right in with the rest of the script.  Amazingly, the DVD of this movie is quite well done, with excellent dts sound and a widescreen video. Lots of extras too, although I didn't bother to look at any of them (like I really want the director's commentary on this crap!)  I give this one a 3/10 for the eye candy, but don't bother to turn on your brain if you watch it. Just enjoy the show.",negative,3,tt0232500
"Vengers: Infinity War. To call the thing that surrounded this film ""hype"" would be an understatement. The world went nuts. Marvel have built this huge cinematic universe, and Infinity War was the climax (or maybe the beginning of it, considering Endgame), but anyway, yeah. It was a huge success, people love it, everybody talked about it, even people who haven't seen all the previous Marvel movies have tried to watch it (btw, this is a good time to say: DON'T DO IT. IT DOESN'T MATTER IF IT'S CONSIDERED TO BE THE BEST MCU FILM BY MANY, DON'T WATCH IT FIRST.) It was everywhere. I, myself, have seen it on cinema, which was a pretty cool experience. But though I used to really love this film, I'm gonna be straightforward here - I find now many flaws in it that I haven't noticed in 2018. Maybe because then I was just really hyped, maybe because watching some true masterpieces made me more sensitive to this stuff, but still - I like it way less than I used to. It's still a nice film though, and an important one for sure, but it's far from being a masterpiece in my eyes. I'd also like to state before the review that I'm not LOOKING for flaws, but rather...I point out the things that truly bothered me. I don't say it ofter, but this time I feel like I should before people will say that I'm nitpicking and not writing what I truly feel about it. I usually like to start my review with a quick summary of the plot, but here I feel like I can't do it in an efficient way, maybe because all of the context needed. Let's try amyway, something like this: Infinity War tells the story of how all Earth's heroes combine their forces to fight the ""final boss"" of the MCU - Thanos, the mad titan. As he gatheres more and more power, infinity stone after infinity stone, the threat on the universe grows bigger and bigger. Will the Avengers stop him, or will half the universe perish? Let's start with what I like, shall we? I think that the dark moments and the generally darker, hopeless vibe that the film has at points is really refreshing in the MCU. I like how the risk is truly felt and emphasized here. The soundtrack is fitting, I guess? A bit over dramatic from time to time, but there are a lot of overdramatic points in the film so whatever, it's fitting. Thanos is quite a good villain, and I do like the way that his character was discovered in Infinity War. And I mean, the general idea, bringing everything together in a big way, is still an idea that I can appreciate a lot. There are also a lot of cool moments, whether funny or simply epic, but they are scattered across the film and I don't wanna spoil anything so I'll say that stating it as it is is enough. Oh, and some monologues here are quite well written. There are many cool one-liners, and I especially like the opening scene, actually. Now, the things that bothered me - I'll start with criticizing just the general tone that this film takes from time to time, the general careless, goofy and a little awkward Marvel-humor tone. You know what I'm talking about. And I don't think that every Marvel joke is bad, or that it can't work, but in the context of Infinity War it just feels kinda like atmosphere-breakers, like Marvel don't wanna risk in being serious for too long. Most jokes here aren't that funny, and are quite out of place imo. Besides of growing tired of the MCU humor during moments in which it's unnecessary, I also find myself picking on more plot holes, more ""oh, how convenient that this character was here"" type of things, and it just doesn't work that well when you overuse it, like here. Also, the cinematography feels a little to shaky, chaotic, confusing. There are some good shots here and there, but for me, at least, the camera handling and the general way that each shot was filmed was pretty off, for most of the runtime. I also feel like the pacing was a bit off, and there where point when it was too fast or dragging, but this is not like a horrible flaw here, just another thing that bothered me. And that's about it for the things that bothered me, the flaws. So, yeah, let's sum it up. Even though it has many, many flaws, I do generally enjoy this film. The premise, the epicness and cool, memorable moments (+the dark atmosphere that was cut WAY too often) make it an enoyable film for me, but I can't say that it's a good one or that I truly love it. It's just a fine, nice movie for me, and that's all. I'm feeling a 6.5/10 on this one.",neutral,5,tt4154756
"Although the shawshank redemption was an amazing movie which excelled in almost every category, I cant help but notice it was heavily inspired by other prison movies such as escape from Alcatraz. Regardless of that the plot was pretty predictable as to how Andy was going to escape and there is no factor that makes it one of the best of movies of all time. I love how the movie ended on a high note but overall it's a 7/10.",positive,7,tt0111161
"The first ""V/H/S"" was the DEFINITION of a mixed bag. Some of the acting was fantastic, but some of it was terrible. Some of the shorts were brilliant and terrifying, but others were insulting and laughable. The atmosphere was nightmarish, but the characters were obnoxiously unlikable. I really hope that those disappointed by the first ""V/H/S"" film can find it in their hearts to give ""V/H/S 2"" a shot cause, as it turns out, it's not only vastly superior to the original film, but one Hell of a horror movie on its own merits. As an anthology flick, I'll be analyzing each of the shorts on their own. Phase #1: Clinical Trials~The admitted weakest of all the shorts, but still not bad. This one suffers from some VERY blatant plot holes (If Herman's artificial eye only allows him to see ghosts in his house, why is there a ""scary noise"" whenever they show up on screen?), but the jump scares, fairly cheap as they are, DO work and director Adam Wingard proves himself to be a solid actor. This short also boasts some impressive gore effects and gives a genius reason for why the camera is always rolling. 6/10 A Ride In The Park~So good that it's a shame it's not feature length. The zombies themselves are terrifying in both speech and appearance, the premise is creative, the gore effects are outstanding and used effectively, and the short gets in a surprisingly heavy emotional punch near the end. And must say, never thought I'd see a zombie film where the zombie has character development. 9/10 Safe Haven~Definitely the most creative (And the most violent) of the shorts. The story is surprisingly complex for its runtime, the acting is incredibly realistic, the characters are likable, the wickedly dark comedy hits hard (Especially the ending), and the film does an excellent job using its unpredictability to shock and horrify you. This one also boasts the best creature effects of all the shorts. 8/10 Slumber Party Alien Abduction~Saving the best for last. Many found footage films have attempted tackling the ""alien abduction"" sub- genre to varying degrees of success, but ""V/H/S 2"" does in less than 15 minutes what none of them accomplished at feature length. The acting is fantastic, the characters are likable, the effects are outstanding, the pacing is perfect and above all, it's scary. REALLY scary. The film shifts from casual home movie to nightmarish escape from malevolent aliens seamlessly, using its more lighthearted, ""fun"" tone as a disguise for what becomes arguably the most suspenseful and intense of the shorts (Something helped by the fact it is preceded by the darkest short in the movie) There is not a single moment in the entire short that is not entertaining, and it's proof that the alien abduction found footage sub-genre can do SO much better. 10/10 Frame Narrative~Words cannot express how grateful I am that the characters are actually LIKABLE in this installment, not to mention very well acted. True, Larry and Ayesha have the chaotic, ""rules are made to be broken"" attitude to them that the characters in the first movie had, but they're still essentially good people, and their love for breaking the rules and generally pissing off people they don't particularly like comes off here as more of a ""rogueish charm"" that just makes them even MORE likable. The reasoning behind the collector's possession of the tapes is much more fascinating this time around, and the frame narrative contains some very subtle but truly horrifying visual scares. The 2 ending plot twists are brilliant, even if the final scare is something of a disappointment. 9/10 ""V/H/S 2"" is the perfect found footage movie for any adrenaline junkie, gore hound tired of the genre's relatively bloodless entries. That said, there is still much to love for fans who like their horror more subtle and suspenseful. Simply put, it's very diverse in the different ways it scares its audience. Scary, funny, well acted and with surprisingly likable characters ""V/H/S 2"" makes its mark as the undisputed pinnacle of the trilogy and definitely one of the better found footage films.",neutral,6,tt2450186
"Really good and incredible movie 10/10 Big recommendation here from
you can go watch it with everyone",positive,10,tt0468569
"Fight Club's the most fun I've had in years. Through David Fincher's almost perfect adaption of the novel to Brad Pitt and Edward Norton's performances, Fight Club is top notch at whatever it tries to achieve. The film has those moments of mystery and sense of curiosity that will keep you at the edge of your seats until the mind blowing finale. And even after that , you might wanna watch the movie again or even thrice , because of the numerous clues hidden by Fincher in the movie. The movie is filled with thought provoking quotes and the score also does a fine job to give an overall chilled vibe. Lastly , there are some funny references to movies you've watched and let's just keep quite on that for the sake of not spoiling the fun. This could well be , the decades most wanted and most talked about film. Fight Club gets a 9/10",positive,9,tt0137523
"What can I say besides well, this movie is the 'Chinese water torture of movies'(i.e so painful to watch that it will have you wanting to scrape you're eyes out with rusty spoons.) Now if you must watch this movies by any means make sure it is the MST3K version. If you do watch the non MST3K version then I have two things to say to you. One, you are far beyond my help and please email to tell me why you did watch the original version. And second you apparently must have the favor of the gods on your side if you can sit through this mess of a film. Well now that I've got that out of my system. So... how is your week going? Are you going to go see King Kong? yep. Overall I would like to give this movie a negative score but it has Torgo, the villain with knee problems and a haunting theme song so I'll give it a 2/10",negative,2,tt0060666
"I mostly love the first part!
I can easily say the best movie ever made.
Actors are amazing, the writing is brilliant 10/10!
100% Worth watching",positive,10,tt0068646
"I need to calm down first, I just saw the movie a few minutes ago. But what... what was that?! I discovered the film on Netflix and since I love crime and thrillers, I thought the film would definitely be for me. I have to say a good thing about the film is.... wait a minute. When I think about it again, I didn't like almost anything. At most a few scenes are well shot, with good shots and perspectives. But I couldn't sit still on the couch and was upset about how cliche the characters were. The film unpacks all the clichés of the horror film world: Dark basement = go in alone, a character suspects what's going on = you don't believe him or there's a knock on the door at night = character naively goes out to investigate and leaves the door open. And sometimes all I could do was to ask myself, why? Why do the characters behave like they do in a horror film satire? Why doesn't any of this make sense, in fact the end? At the beginning the film is entertaining, just normal, short-wave entertainment. But by the middle of the film you're wondering when something will happen again or whether anything will happen at all? The end is even worse. Ultimately, more and more tension builds and you start to puzzle. After all it almost gets on your nerves how long it takes and how long you wait for the torture just for nothing to happen. In the end you will just be disappointed and wonder what else you could have used those 90 minutes for. With the casting of Dylan Minnetten, who has experience with good thrillers (see: ""13 reasons Why"") ,you would actually expect a slightly more sophisticated thriller/horror film. It's a shame for these 90 minutes of life! 3/10.",negative,3,tt7608028
"This is an exciting one for two reasons. One: I've been reviewing only films that I've already seen in middle school, at least when it comes to films from the IMDb poster, for like 3.5 months now, and this is the last one for a while. It's not inherently a bad thing, but I do often prefer diving into films that are new for me. And two, this is the last film on this row of the poster, which I've started like 5 months ago. Soon getting to the top 10, too, which is NUTS, but anyway: let's get into the film I'm reviewing today. Fight Club is a 1999 David Fincher film, based on a book by the same name, and it follows an insomniac guy (Edward Norton) - we'll call him the narrator, since we never learn his name - who has quite the repetitive, tiresome life, and he feels this immense sense of emptiness. He tries to fill this void in all sorts of ways, but nothing seems to work. One day, out of the blue, he meets a dude named Tyler Durden (Brad Pitt), who holds some ideas that are completely new to our narrator. This fateful meeting leads to a journey of self-discovery, one that is full of mayhem, testosterone and all sorts of violence. One of the main things I could tell you about this movie, and this is relating to almost every aspect of it, is how hyper, how restless it all feels - and I mean it in a very good way. It works well thematically, because the narrator himself feels this disorientation, this feeling that everything is happening so rapidly, pulling him out of his familiar comfort zone and into increasingly intense chaos. This is the tone that many aspects of this movie set, and I really enjoy it. The pacing, for instance, is really tight. How tight? Well, it made me think of Parasite, which is a very big complement considering the fact that Parasite is the first film that comes to my mind when I'm trying to think of a well-paced movie. It's perfectly paced, and Fight Club maybe doesn't feel AS tight, but it's still has a very good pacing. There's always something interesting happening, always something to keep you hooked, and it never feels like it's dragging or rushing. Smooth as hell, but in a way that feels gritty and messy. I think that credit for that is due to two things. First is the editing, which makes the scenes feel like they're almost melting into each other (not in the surreal way, but just the general feeling, if that makes sense). Second, and maybe as important if not more important, and easily one of my favorite aspects of the movie, is the script, the dialogue. It's fire. Intelligent, cynical, filled with iconic lines. Whether you're agreeing with a character or not, their dialogue is always amazing, bouncing off of everything, dynamic, never dry. Which leads me to something I've already talked about on my other socials before posting this review: the discourse revolving this movie. Listen, y'all. This movie is literally about how toxic ideologies that are presented by charismatic people (and, like I said before, with awesome dialogue and memorable one-liners) can make one fall for them. Thinking that the ideology presented here is something you should follow is like thinking that this controversial Nirvana song from In Utero (look it up) is literal and not exactly the opposite of that. Think it over. Now, the casting was so on point here that even the side characters are performed flawlessly, and in a memorable way - from the support groups to the fight club, no weak performance has caught my eye. They didn't have to go as hard as they did with the side characters, but they did, and this is before even talking about the main cast: Brad Pitt is such a cocky, charismatic douchebag here, delivering each line like it's going to change your life, always elusive and mysterious enough to keep the suspense up. Eduard Norton gives a cynical, misanthropist, exhausted, anemic performance here, and it works perfectly. Helena Bonham Carter as Marla Singer feels spot-on, too, and I love her nonchalant way of being a walking, nihilistic mess. Everyone are doing a great job. The electronic, trip-hop-esque aesthetic of the soundtrack, composed by The Dust Brothers, really adds to the gritty, rebellious, slightly dystopic feeling of the movie. The cinematography is really solid as well, and each shot feels dynamic, captivating, and has quite a bit of style. And honestly, thinking of it, I think that the pacing isn't the only parallel I can find here compared to my experience with Parasite: I feel like Fight Club is flawless in a similar way. Everything is solid, no mistakes, potential executed in the optimal way. To sum it up: Fight Club is a gritty, cynical movie, and a great breath of fresh air after a streak of disappointing films. It's fast-paced, intelligent, gritty, always restless and bouncing from one fire line of dialogue to another one, and the way that it dives into how radical ideologies can impact us when delivered with enough charisma definitely gives some food for thought. This movie doesn't have any flaws, in my eyes - taking its potential to the maximum, doing everything right. Glad to have rewatched it. I'm feeling an 8.0/10 on this one.",negative,0,tt0137523
It's the greatest movie a man could ever see its so inspirational and changes a lot of your personality or view in life in general literally if there is something higher than 10/10 i will rate it that.,positive,10,tt0137523
"(Well besides the Shankshaw) The film is nowhere near as good as it's predecessor ""Batman Begins"", the closest it came is when the tumbler blew up. Heath Ledger as Joker = God awfulness!!!!!!!!!! It sounds like Eddie Deezen got cast as Hannible Lecter, now thats illegal use of the Deezen! Gary Oldman really deserved that Oscar, as did Micheal Caine and Morgan Freeman. Christian Bail, dose he have lung cancer or something?! Maggie Gyllenthaal was bad casting she looks nowhere nowhere near as Katie Holmes was, her dying made jump up with cheer! Harvey Dent is like Sasuke from Naruto. How? You want to bash his head in every time you see him. It would take me all day to clear up all my problems with this film. The car chase although is hands down the best part of the film and probably the best car chase ever put on film! The ending ticked me off the most, the first time I watched it I wanted to destroy the disc because I was so disappointed. But still not that bad. Despite the gigantic plot holes at the end. Its an okay movie, So don't go ape-S**t if you don't agree with me. 6/10",neutral,6,tt0468569
"If you check the review site Rotten Tomatoes or follow any news related to John Travolta (which at this point no one would), then you probably heard of the movie Gotti. It has become a little notorious for being the latest film to receive a rare 0% out of 38 reviews on Rotten Tomatoes. That means that no reviewer had anything good to say about the movie. Even with the horrible reviews, I was intrigued to see it to make use of my MoviePass subscription before the company fades away. Maybe the movie would be so bad it would be good. That is a phrase that gets tossed around a lot, but it did not apply to this movie. The movie was quite bad, but it certainly wasn't trash. The comparison between the Rotten Tomatoes score and how I perceived the movie continue to support my idea that I cannot trust Rotten Tomatoes. I have explained this before in depth so I will not waste time again. The movie may be bad, but it definitely doesn't deserve an equivalent of 0 out of a possible score of 10. Even the average rating that it received, a 2.3/10, is too low in my opinion. Sure, the main aspect of a movie's goodness was the worst part about this film, but there were definitely redeeming qualities that keep it from being pure trash. I will first begin by going into detail the main reason why this film was so critically panned, and why I myself couldn't like it very much. The directing was truly horrible, as there is no sense to time and how fast the events of John Gotti's life are moving. The movie feels as if multiple scenes were filmed with occurring simultaneously, yet they were cut-and-paste together using Windows Movie Maker. This is the first movie for director Kevin Connolly of Entourage fame, which shows. Not all actors can go into directing just because of Hollywood experience, and he should never direct a movie ever again. Along with the pacing of the film, moments that bring it down include the cheesy movie score that sounds like it was made using sound effects from a keyboard, some of the try-hard acting, and all the common mafia-movie tropes that this film fails to improve on. I almost forgot to mention that Pitbull made some music for the film, and in some party scenes that were set in the 1980s and 90s, they were playing Pitbull songs made in the 2010s. This was a truly horrible move because it did not fit the time period, and it just added to the movie's dumb moments. Overall, the lack of a fluid storytelling that allows you to feel the changes in time is what drags Gotti However, not all is bad with this movie. For once in his long history of terrible movies, John Travolta wasn't one of the worst parts. For the most part, the acting was not bad. I've seen much worse from star actors such as Bryce Dallas Howard in Jurassic World and Vin Diesel in Furious 7. John Travolta actually did a good job in his role. He nailed the New-York accent and played his role seriously. With the exception of some exaggerated facial expressions, he did not overact like he has done in other flops. It was interesting to see Gotti on screen because Travolta made his presence feel worthy. The actors who played members of his mafia did a fine job, and the actor who played John Gotti Jr. (Spencer Lafranco) didn't do as bad as critics said. The acting was not the weakness of the film; I was actually still interested in the film because the people did a good job. This review seems like a defense of the movie, but I want to make clear that it is not. What I do defend is that its not pure trash like critics say it is. The directing may be garbage, and thats the main aspect of what makes a movie good or bad, but the acting and setting isn't. If you don't care about seeing a bad mafia movie, I would say watch it to see just how poorly it stacks up against other great movies in its genre, such as Goodfellas, The Godfather, and A Bronx Tale. I would one day watch it again because I enjoyed Travolta's performance and the setting in New York, along with all the thick accents. However, as a movie reviewer that cares about having you watch a good movie, I say that this movie isn't worth your $20, $!2, $2, or your time. My overall rating would be a 4.5/10. It's bad, but not pure trash.",negative,3,tt1801552
"6/10 - wasn't my favorite, but loved the unique look at Mexican culture",neutral,6,tt2380307
"'Home Alone' is a moderately enjoyable film. Kids will love it. Adults won't be bored but they may be turned off by the cartoon violence which is sometimes excessive. Macaulay Culkin is cute as the young kid Kevin who gets left behind at home, and battles with some burglars. I thought Macaulay was way too smart and the adults all shown as shallow and dumb. Still, its a family movie and in that respect it works. Joe Pesci is an inspired choice and lifts the film with his energy. Most of the film's humor comes from him. The film is better than its sequels and best seen during the Christmas holidays. Overall 6/10",neutral,6,tt0099785
"The only movie I have ever marked as a 10. Masterpiece! The actors, the acting, the storyline, everything combined made Godfather one of the best movie in the cinematographic history.",positive,10,tt0068646
"Fight Club is a powerful and thought-provoking film that challenges modern life, identity, and the idea of control. The story keeps you guessing until the end, and the twist is unforgettable. Brad Pitt and Edward Norton deliver incredible performances that make the characters feel real and intense. The film's theme of breaking free from society's expectations is both shocking and inspiring. It's a movie that stays in your mind long after it ends. A bold, deep, and unforgettable 10/10.",positive,10,tt0137523
"This movie has a 9/10 on IMDB which I totally agree with. The storyline is confidently written and perfectly executed. We all know Christopher Nolan is a director that has probably inspired a lot of people. Personally I think his movies are so well thought and deserve more than the recognition they already get. Nolan convinces me every time that cinematography in his movies are unbelievably executed. Like this one. And to comprehend that this movie came out in 2008.... The dynamics and graphics are out of this world. The actors are perfectly casted and I couldn't have thought of a better cast. Heath Leadger definitely deserves the crown even though he isn't here anymore to accept it. Morgan Freeman is doing his 'always in control' role like he always does, and I'm definitely not mad about it. Michael Caine is amazing and let's not forget Christian Bale. Normally with this many side stories/ sub plots I complain that there are loose ends, didn't take the screen time to play it all out. But with this movie that is absolutely not the case. Everything works out and in the end I'm really not sitting with any questions. Apart from Batman being inspired from a comic book I really liked the twist they gave the character. This way we really saw 'Batmans' personal live and saw CHARACTER DEVELOPMENT!!! Jesus Christ character development is so important in a movie, at least for me. If this isn't the case people are just doing what they're already doing and keep doing that for the entire movie. Like 'All this to keep being the person you were once before?' We see how batman lives up to the quote 'You Either Die a Hero, or You Live Long Enough To See Yourself Become the Villain' in the end admits he 'Is the hero Gotham deserves, but not the one it needs right now.' And I loved that. Overall I absolutely adored this movie, it fits in every lane of perfect filmmaking and it keeps me interested the whole movie. Great actors/casting, amazing cinematography and above all character development. Definitely recommend this movie go watch it kids!",positive,9,tt0468569
"When I was a kid, I loved Superman. The Batman was a terrifying creature of the night, as terrifying as the monsters in horror movies. I used to switch off Cartoon Network at 7 PM, just before the ominous theme music, composed by Danny Elfman, started playing. Then I grew up, went to college, saw a bit of the world, went through some hit, and matured a bit. Somewhere in between, a friend reintroduced me to the Animated Series, and we binge-watched the whole thing and the Justice League cartoons, back-to-back. Took a few weeks, and I had my mind blown. This was the time when MCU was starting to dominate Hollywood summer lineup, Avengers was on the way, and I had seen most of the X-Men movies, Blade, the old Superman movies and Iron Man. Still a novice, compared to my friends. Then I watched Batman Begins. This was my second Christopher Nolan movie (the first being Inception), and my expectations were high. It blew me away. The attention to detail on everything, the story, the characters, the city, the tone of the movie, blew me away. It was everything I didn't know I wanted from a superhero movie. Nolan's version of Batman starts with the him being released in prison in an unnamed Asian country into the hands of Henri Ducard, played with righteous but villainous intent by Liam Neeson, who imparts his particular set of ninja/ju-jitsu skills to young Wayne, seeking to recruit him into the League of Shadows (a toned-down version of League of Assassins from the comics). LoS is a secretive cult of ninjas who consider criminals as the absolute scum of humanity and that death is the inevitable punishment they deserve. They also have periodically destroyed cities across the world, which they consider cesspools of crime and anarchy. But they do have a great martial arts curriculum. Wayne has reached this point in life, after growing up and going to college, struggling to deal with survivors guilt and all other sorts of trauma after seeing his parents gunned down in a mugging as a kid. He has tried to seek vengeance, and realized that it was pointless, before he could go beyond the path of no return. After being taught a lesson or two from two people; his childhood sweetheart and lawyer, who tells him the difference betwenn justice and vengeanece; and the crime lord of Gotham, who opens his eyes to power, privilege and fear; Wayne takes off from Gotham, trying to learn how criminals think. This is such a humongous task that it was impossible not to get lost in the dark parts of human nature. When Ducard offers clarity of thought, Wayne jumps at it. He begins his training, and the usual montage ensues, with swordplay, smokebombs and other versatile ways of fighting interspersed with some heart-to-hearts between the mentor and the mentee, examinations of personal tragedy, attempts at closure and philosophy. Bruce Wayne is finally finding his purpose in life and a way to go about it. But when it comes to the final test, he falters; he refuses to kill a farmer who murdered his competition. He has come to a decision that he would never kill, and he refuses to play judge, jury and executioner. In the attempt to escape the punishment for this insubordination, Wayne destroys the lair, and in the process, indirectly kills their leader, Ra's Al-Gul (Ken Watanabe in a cameo). He saves an unconscious Ducard, leaves him with a villager, and leaves for Gotham. Finding that Gotham is worse than when he left, he decides to put what he learned to action. Steadily recruiting allies, he builds the Batman bit by bit, using technology that is realistic (unlike the Marvel movies), discovers a cave underneath the mansion, and sets up his base. Tech support is provided by Lucius Fox, a brilliant Morgan Freeman, an old friend of Wayne's father who has been relegated in the Wayne Corp by its current chief. Old sweetheart Rachel Dawes (Katie Holmes) is now ADA, and willing to stand against organized crime. The honest cop, Sgt Gordon, is skeptical but wiling to take a chance. More than an hour into the movie, the Batman finally appears, in a claustrophobic fight sequence, after terrifying a bunch of smugglers like a slasher-movie villain. Theatricality and deception, taught well by Ducard, as crime boss Falcone, who for some reason has personally arrived on the scene, is legitimately terrified out of his mind, and is caught and chained to a floodlight for the police to find at the scene of the crime. The Batman has arrived. As he moves through the darkness, he is every bit as frightening to the criminals as we are of the criminals. Christian Bale does a great job, using just his mouth, chin and jaw to convey rage, power and ruthlessness. But in the light, he appears as a man in a costume, as human as any other, making his mistakes along the way as the legend of the Bat grows. Loyal Butler Alfred, played with gleeful joy by Michael Caine, provides guidance and witty retorts as Bruce Wayne settles in his role as protector of the city at night and playboy during the day. But more threats are coming. The final third is as enjoyable as what came before, which includes a mass rioting scene, the full use of Batman's technology and cooperation of his allies, and the biggest and most enjoyable set piece involving the Monorail. The Batman is the most compelling character in his own movie, which is something superhero leads don't often get to say about themselves. This deep examination into fear, guilt, loss, responsibility to society and ethics is served wonderfully by the great writing and screenplay, which is augmented by the superb cast wonderfully directed by Nolan. VERDICT 8.5/10 STRAY OBSERVATIONS What a cast. Morgan Freeman and Michael Caine, supported by Gary Oldman, Liam Neeson and Cilian Murphy? God damn. Batman Begins remains a refreshing take on superhero origin stories, even almost 15 years later. This movie is a triumph of cinema. I am sure there are aspects of movie-making I missed, which Nolan and co executed wonderfully, because I was so engrossed in the experience.",neutral,5,tt0372784
"The movie pretends danger exists, but it's all choreographed, predictable, and overly polished. The hero's struggles feel theoretical, the supporting characters lack real depth, and the city's ""threats"" are hollow. The film tries to make every beat dramatic, but it reads like a boardroom exercise rather than actual survival or policing. Purely unrelatable and flat. 1/10.",negative,1,tt0372784
"The main reason i'm giving this movie 1/10 is because this one doesn't deserve the current rating that it has(at the moment of writing this is 8.6, I would refer to other current movie ratings at the moment of writing this review). A rating of 8.6 means that this movie is as good as The matrix(8.7), Saving private Ryan(8.6), Memento(8.5), Interstellar(8.6) and also that it is better than Mr. Nobody(7.9) and Synecdoche, New York(7.5), etc. This is the result of a movie with lots of fans who don't have any idea how to rate a movie and usually haven't seen much. at the most I would give this movie a 5.3, it is not so bad and it's enjoyable not memorable. Too many jokes and this is not a comedy, it doesn't seem to have a script not giving a chance for the actors to actually act. In the movie they combine cinematography of some of the other movies related to this franchise, so in some instances the quality drops really low to the point you feel as if you're watching a really bad TV series, most CG effects are on point and sometimes not(the hulk buster). I personally don't understand who would give a score of 10/10 or 9/10 so easily to a movie no one will remember next year.",negative,1,tt4154756
"The story had huge potential, no doubt about that. Unfortunately, for about the first 65% of the movie, it feels like we're just being introduced to the world over and over again. I understand that setup is important, but it was honestly way too slow. The first hour and a half felt repetitive - as if the movie keeps explaining what you already understood long ago. It was my first time watching The Matrix, and I didn't expect anything extraordinary. I was hoping for an average sci-fi film, but sadly, it turned out to be below average. There are a lot of illogical moments, and overall it feels too simple for such a promising concept. Maybe the sequels explore the ideas better, but I'm rating this film on its own - and I didn't enjoy the time I spent watching it. The acting is mostly fine, though some characters really ruin scenes with awkward facial expressions or forced jokes. I honestly can't recommend this movie to others. It's weak and often boring. I think the film's high rating mostly comes from nostalgia for its time, not from its actual quality. My rating: 6/10.",neutral,6,tt0133093
